,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song,index_empty_val
1395,"['reggae fusion', 'uk reggae']",,,,,,,,,,,,,,,UB40,['UB40'],"Can't Help Falling In Love (From ""Sliver"")",12959
1396,,,,,,,,,,,,,,,,Celine Dion,"['Celine Dion', 'Clive Griffin']","When I Fall In Love (From ""Sleepless In Seattle"")",12963
1397,"['sevdah', 'turbo folk', 'yugoslav rock']",,,,,,,,,,,,,,,Dino,['Dino'],Ooh Child,12968
1398,"['disco', 'europop', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,Tina Turner,['Tina Turner'],"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",12977
1399,"['edm', 'house', 'tropical house']",,,,,,,,,,,,,,,Silk,['Silk'],Girl U For Me/Lose Control,12985
1400,[],,,,,,,,,,,,,,,Illegal,['Illegal'],We Getz Busy,12989
1401,,,,,,,,,,,,,,,,Fu-Schnickens W/ Shaquille O'Neal,"[""Fu-Schnickens W/ Shaquille O'Neal""]",What's Up Doc? (Can We Rock),12992
1402,"['rap', 'southern hip hop', 'trap']",,,,,,,,,,,,,,,Yo-Yo,['Yo-Yo'],The Bonnie And Clyde Theme,12993
1403,,,,,,,,,,,,,,,,4 Non Blondes,['4 Non Blondes'],What's Up?,12998
1404,[],,,,,,,,,,,,,,,U.N.V.,['U.N.V.'],Something's Goin' On,13001
1405,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap', 'turntablism']",,,,,,,,,,,,,,,De La Soul,['De La Soul'],Breakadawn,13005
1406,[],,,,,,,,,,,,,,,Legacy Of Sound,"['Legacy Of Sound', 'Meja']",Happy,13014
1407,,260.773,False,0.645,0.439,0.0,-12.43,0.0,0.037,0.0988,0.0,0.279,0.4719999999999999,103.872,44.0,Kenny G,"['Kenny G', 'Peabo Bryson']",By The Time This Night Is Over,13019
1408,"['g funk', 'gangster rap', 'west coast rap']",,,,,,,,,,,,,,,MC Eiht,['MC Eiht'],"Streiht Up Menace (From ""Menace II Society"")",13020
1409,[],258.866,False,,,,,,,,,,,,7.0,Joey Lawrence,['Joey Lawrence'],Stay Forever,13024
1410,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",,,,,,,,,,,,,,,Dr. Dre,['Dr. Dre'],Dre Day,13028
1411,,282.881,False,0.675,0.4719999999999999,3.0,-8.656,0.0,0.0305,0.2079999999999999,0.0,0.0727,0.567,130.033,31.0,II D Extreme,['II D Extreme'],Cry No More,13029
1412,"['hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Shanice,['Shanice'],"It's For You (From ""The Meteor Man"")",13030
1413,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",,,,,,,,,,,,,,,Levert,['Levert'],ABC-123,13031
1414,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",,,,,,,,,,,,,,,LL Cool J,['LL Cool J'],Back Seat (Of My Jeep),13039
1415,"['album rock', 'australian rock', 'hard rock', 'rock']",,,,,,,,,,,,,,,AC/DC,['AC/DC'],"Big Gun (From ""Last Action Hero"")",13040
1416,,,,,,,,,,,,,,,,The Steve Miller Band,['The Steve Miller Band'],Wide River,13046
1417,[],,,,,,,,,,,,,,,M.C. Breed,['M.C. Breed'],Gotta Get Mine,13049
1418,,219.293,False,0.401,0.261,11.0,-10.409,1.0,0.0315,0.8,2e-06,0.215,0.192,70.805,40.0,Clint Black,"['Clint Black', 'Wynonna']",A Bad Goodbye,13052
1419,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",,,,,,,,,,,,,,,10,"['10', '000 Maniacs']",Few And Far Between,13053
1420,"['dance rock', 'europop', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,George Michael,['George Michael'],Killer/Papa Was A Rollin' Stone,13058
1421,['indiecoustica'],,,,,,,,,,,,,,,Jordy,['Jordy'],Dur Dur D'etre BeBe! (It's Tough To Be A Baby),13059
1422,"['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Hi-Five,['Hi-Five'],"Unconditional Love (From ""Menace II Society"")",13067
1423,[],,,,,,,,,,,,,,,Vanessa Williams/Brian McKnight,['Vanessa Williams/Brian McKnight'],"Love Is (From ""Beverly Hills, 90210"")",13068
1424,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",,,,,,,,,,,,,,,Dr. Dre,['Dr. Dre'],"Nuthin' But A ""G"" Thang",13069
1425,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,Jeremy Jordan,['Jeremy Jordan'],Wannagirl,13071
1426,"['electro', 'miami bass']",,,,,,,,,,,,,,,Rodney O,"['Rodney O', 'Joe Cooley']",Humps For The Blvd.,13074
1427,[],243.266,False,,,,,,,,,,,,10.0,Joey Lawrence,['Joey Lawrence'],Nothin' My Love Can't Fix,13083
1428,[],,,,,,,,,,,,,,,1 Of The Girls,['1 Of The Girls'],Do Da What,13085
1429,"['dance pop', 'funk', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Jodeci,['Jodeci'],"Let's Go Through The Motions (From ""Who's The Man?"")",13095
1430,['hip house'],,,,,,,,,,,,,,,Freedom Williams,['Freedom Williams'],Voice Of Freedom,13111
1431,"['europop', 'new wave pop', 'pop rock', 'swedish pop']",,,,,,,,,,,,,,,Roxette,['Roxette'],"Almost Unreal (From ""Super Mario Bros."")",13113
1432,['metallic hardcore'],,,,,,,,,,,,,,,New Born,['New Born'],Falling In Love,13114
1433,[],,,,,,,,,,,,,,,Tene Williams,['Tene Williams'],Give Him A Love He Can Feel,13118
1434,"['album rock', 'glam metal', 'hard rock', 'rock']",,,,,,,,,,,,,,,Damn Yankees,['Damn Yankees'],"Silence Is Broken (From ""Nowhere To Run"")",13119
1435,['italian disco'],,,,,,,,,,,,,,,Baltimora,['Baltimora'],"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",13122
1436,,,,,,,,,,,,,,,,Belly,['Belly'],Feed The Tree,13132
1437,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",,,,,,,,,,,,,,,House Of Pain,['House Of Pain'],"Who's The Man? (From ""Who's The Man"")",13133
1438,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,Jeremy Jordan,['Jeremy Jordan'],"The Right Kind Of Love (From ""Beverly Hills, 90210"")",13135
1439,[],,,,,,,,,,,,,,,Bobby Ross Avila,['Bobby Ross Avila'],La La Love,13150
1440,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",,,,,,,,,,,,,,,10,"['10', '000 Maniacs']",Candy Everybody Wants,13153
1441,"['new jack swing', 'rap']",,,,,,,,,,,,,,,Wreckx-N-Effect,['Wreckx-N-Effect'],Knock-N-Boots,13163
1442,,,,,,,,,,,,,,,,The Flavor Unit MC's,"[""The Flavor Unit MC's""]",Roll Wit Tha Flava,13171
1443,"['diva house', 'hip house']",,,,,,,,,,,,,,,Sybil,['Sybil'],You're The Love Of My Life/The Love I Lost,13172
1444,[],,,,,,,,,,,,,,,Father M.C.,['Father M.C.'],Everything's Gonna Be Alright,13177
1445,['brazilian psychedelic'],,,,,,,,,,,,,,,Sound Factory,['Sound Factory'],Understand This Groove,13178
1446,"['hip house', 'old school uk hip hop']",,,,,,,,,,,,,,,Monie Love,['Monie Love'],Born 2 B.R.E.E.D.,13182
1447,"['boy band', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Boyz II Men,['Boyz II Men'],"In The Still Of The Nite (From ""The Jacksons"")",13184
1448,,,,,,,,,,,,,,,,Rapination,"['Rapination', 'Kym Mazelle']",Love Me The Right Way,13188
1449,"['hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Shanice,['Shanice'],"Saving Forever For You (From ""Beverly Hills, 90210"")",13189
1450,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Toni Braxton,['Toni Braxton'],"Love Shoulda Brought You Home (From ""Boomerang"")",13196
1451,[],,,,,,,,,,,,,,,P.M. Dawn,['P.M. Dawn'],"I'd Die Without You (From ""Boomerang"")",13203
1452,,,,,,,,,,,,,,,,Peter Cetera (Duet,"['Peter Cetera (Duet', 'Chaka Khan)']",Feels Like Heaven,13211
1453,,,,,,,,,,,,,,,,The S.O.U.L. S.Y.S.T.E.M.,['The S.O.U.L. S.Y.S.T.E.M.'],It's Gonna Be A Lovely Day,13213
1454,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,After 7,['After 7'],Baby I'm For Real/Natural High,13219
1455,,,,,,,,,,,,,,,,AB Logic,['AB Logic'],Get Up (Move Boy Move),13223
1456,"['chicano rap', 'gangster rap', 'west coast rap']",,,,,,,,,,,,,,,N2Deep,['N2Deep'],Toss-Up,13229
1457,"['boy band', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Boyz II Men,['Boyz II Men'],"End Of The Road (From ""Boomerang"")",13230
1458,[],,,,,,,,,,,,,,,Classic Example,['Classic Example'],"It's Alright (From ""South Central"")",13239
1459,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",,,,,,,,,,,,,,,House Of Pain,['House Of Pain'],Shamrocks And Shenanigans (Boom Shalock Lock Boom),13244
1460,,,,,,,,,,,,,,,,Patty Smyth,['Patty Smyth'],Sometimes Love Just Ain't Enough,13256
1461,"['boy band', 'new jack swing', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Color Me Badd,['Color Me Badd'],"Forever Love (From ""Mo' Money"")",13258
1462,"['atl hip hop', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,TLC,['TLC'],Baby-Baby-Baby,13263
1463,['freestyle'],,,,,,,,,,,,,,,George LaMond,['George LaMond'],"Baby, I Believe In You",13267
1464,"['atl hip hop', 'conscious hip hop', 'hip hop', 'rap']",,,,,,,,,,,,,,,Arrested Development,['Arrested Development'],"Revolution (From ""Malcolm X"")",13269
1465,"['adult standards', 'brill building pop', 'motown']",,,,,,,,,,,,,,,Darlene Love,['Darlene Love'],"All Alone On Christmas (From ""Home Alone 2"")",13270
1466,,,,,,,,,,,,,,,,AB Logic,['AB Logic'],The Hitman,13295
1467,,,,,,,,,,,,,,,,Sofia Shinas,['Sofia Shinas'],The Message,13323
1468,"['diva house', 'eurodance', 'hip house']",,,,,,,,,,,,,,,Rozalla,['Rozalla'],Everybody's Free (To Feel Good),13328
1469,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Babyface (Featuring Toni Braxton),['Babyface (Featuring Toni Braxton)'],"Give U My Heart (From ""Boomerang"")",13330
1470,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,After 7,['After 7'],Kickin' It,13332
1471,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Mary J. Blige,['Mary J. Blige'],"You Remind Me (From ""Strictly Business"")",13333
1472,[],,,,,,,,,,,,,,,Rhythm Syndicate,['Rhythm Syndicate'],"I Wanna Make Love To You (From ""Innocent Blood"")",13335
1473,"['lovers rock', 'old school dancehall', 'reggae fusion']",,,,,,,,,,,,,,,Shabba Ranks,['Shabba Ranks'],"Mr. Loverman (From ""Deep Cover"")",13351
1474,,,,,,,,,,,,,,,,Luther Vandross,"['Luther Vandross', 'Janet Jackson', 'BBD', 'Ralph Tresvant']",The Best Things In Life Are Free,13353
1475,,,,,,,,,,,,,,,,Queen,['Queen'],We Are The Champions,13362
1476,"['new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Ralph Tresvant,['Ralph Tresvant'],"Money Can't Buy You Love (From ""Mo' Money"")",13365
1477,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'jazz boom bap', 'jazz rap', 'turntablism']",,,,,,,,,,,,,,,Pete Rock,"['Pete Rock', 'C.L. Smooth']",They Reminisce Over You (T.R.O.Y.),13366
1478,,,,,,,,,,,,,,,,East Coast Family,['East Coast Family'],1-4-All-4-1,13375
1479,[],,,,,,,,,,,,,,,C+C Music Factory,['C+C Music Factory'],Keep It Comin' (Dance Till You Can't Dance No More!),13381
1480,,,,,,,,,,,,,,,,M.C. Brains,['M.C. Brains'],Brainstorming,13397
1481,,,,,,,,,,,,,,,,The College Boyz,['The College Boyz'],Victim Of The Ghetto,13398
1482,,,,,,,,,,,,,,,,Prince,"['Prince', 'The N.P.G.']",Sexy MF,13409
1483,[],,,,,,,,,,,,,,,Good 2 Go,['Good 2 Go'],Never Satisfied,13412
1484,"['hip house', 'old school uk hip hop']",,,,,,,,,,,,,,,Monie Love,['Monie Love'],"Full Term Love (From ""Class Act"")",13416
1485,[],,,,,,,,,,,,,,,Linear,['Linear'],T.L.C.,13424
1486,[],,,,,,,,,,,,,,,Nia Peeples,['Nia Peeples'],Faces Of Love,13435
1487,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,Olivia Newton-John,['Olivia Newton-John'],I Need Love,13440
1488,[],,,,,,,,,,,,,,,Redhead Kingpin,"['Redhead Kingpin', 'The F.B.I.']",3-2-1 Pump,13447
1489,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",,,,,,,,,,,,,,,Bruce Springsteen,['Bruce Springsteen'],Human Touch/Better Days,13449
1490,,,,,,,,,,,,,,,,Colourhaus,['Colourhaus'],Innocent Child,13450
1491,,,,,,,,,,,,,,,,Gerald Levert (Duet,"['Gerald Levert (Duet', 'Eddie Levert)']",Baby Hold On To Me,13457
1492,,,,,,,,,,,,,,,,MC Luscious,['MC Luscious'],Boom! I Got Your Boyfriend,13462
1493,,,,,,,,,,,,,,,,Prince,"['Prince', 'The N.P.G.']",Money Don't Matter 2 Night,13465
1494,,,,,,,,,,,,,,,,Midi Maxi,"['Midi Maxi', 'Efti']",Bad Bad Boys,13476
1495,[],,,,,,,,,,,,,,,M.C. Hammer,['M.C. Hammer'],This Is The Way We Roll,13482
1496,,249.24,False,0.463,0.4,6.0,-9.999,0.0,0.0308,0.643,2.5e-05,0.131,0.121,77.31399999999998,67.0,Celine Dion,"['Celine Dion', 'Peabo Bryson']",Beauty And The Beast,13485
1497,"['trap', 'underground hip hop']",,,,,,,,,,,,,,,Riff,['Riff'],White Men Can't Jump,13491
1498,,,,,,,,,,,,,,,,Mocca Soul,['Mocca Soul'],Losing You,13494
1499,[],,,,,,,,,,,,,,,NKOTB,['NKOTB'],If You Go Away,13497
1500,,,,,,,,,,,,,,,,M.C. Brains,['M.C. Brains'],Oochie Coochie,13500
1501,[],,,,,,,,,,,,,,,Clivilles,"['Clivilles', 'Cole']",A Deeper Love/Pride In The Name Of Love,13509
1502,[],,,,,,,,,,,,,,,M.C. Hammer,['M.C. Hammer'],Do Not Pass Me By,13511
1503,"['britpop', 'dance rock', 'new romantic', 'new wave', 'new wave pop']",,,,,,,,,,,,,,,Lightning Seeds,['Lightning Seeds'],The Life Of Riley,13512
1504,,,,,,,,,,,,,,,,Prince,"['Prince', 'The N.P.G.']",Diamonds And Pearls,13516
1505,,,,,,,,,,,,,,,,Nirvana,['Nirvana'],Smells Like Teen Spirit,13519
1506,,,,,,,,,,,,,,,,George Michael/Elton John,['George Michael/Elton John'],Don't Let The Sun Go Down On Me,13520
1507,[],,,,,,,,,,,,,,,M.C. Hammer,['M.C. Hammer'],Addams Groove,13526
1508,[],,,,,,,,,,,,,,,Chris Cuevas,['Chris Cuevas'],You Are The One,13531
1509,"['chicano rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'rap rock', 'west coast rap']",,,,,,,,,,,,,,,Cypress Hill,['Cypress Hill'],How I Could Just Kill A Man/The Phuncky Feel One,13532
1510,['electro'],,,,,,,,,,,,,,,Arthur Baker,"['Arthur Baker', 'Nikeeta']",IOU,13533
1511,[],,,,,,,,,,,,,,,M.C. Hammer,['M.C. Hammer'],2 Legit 2 Quit,13551
1512,[],,,,,,,,,,,,,,,Nia Peeples,['Nia Peeples'],Kissing The Wind,13552
1513,"['electro', 'hip hop', 'hip house', 'new jack swing', 'old school hip hop', 'rap']",,,,,,,,,,,,,,,Kid 'N Play,"[""Kid 'N Play""]",Ain't Gonna Hurt Nobody,13554
1514,[],,,,,,,,,,,,,,,Icy Blu,['Icy Blu'],I Wanna Be Your Girl,13558
1515,"['fake', 'pixie']",,,,,,,,,,,,,,,One 2 One,['One 2 One'],Peace Of Mind (Love Goes On),13561
1516,[],,,,,,,,,,,,,,,St. Etienne,['St. Etienne'],Only Love Can Break Your Heart,13563
1517,"[""children's music""]",,,,,,,,,,,,,,,The Party,['The Party'],In My Dreams,13564
1518,"['electronicore', 'post-post-hardcore', 'post-screamo']",,,,,,,,,,,,,,,The Storm,['The Storm'],I've Got A Lot To Learn About Love,13566
1519,,,,,,,,,,,,,,,,Erin Cruise,['Erin Cruise'],Cold Shower,13573
1520,[],,,,,,,,,,,,,,,Rhythm Syndicate,['Rhythm Syndicate'],Blinded By Love,13583
1521,,,,,,,,,,,,,,,,D.J. Jazzy Jeff,"['D.J. Jazzy Jeff', 'The Fresh Prince']",Ring My Bell,13591
1522,,292.306,False,0.781,0.791,10.0,-7.518,0.0,0.151,0.00305,0.5769999999999998,0.0758,0.74,116.242,21.0,Prince,"['Prince', 'The N.P.G.']",Cream,13595
1523,,,,,,,,,,,,,,,,C+C Music Factory Presents Zelma Davis,['C+C Music Factory Presents Zelma Davis'],Just A Touch Of Love,13599
1524,[],,,,,,,,,,,,,,,Charm,['Charm'],Butt Naked,13605
1525,[],,,,,,,,,,,,,,,M.C. Breed,"['M.C. Breed', 'D.F.C.']",Ain't No Future In Yo' Fronting,13608
1526,,,,,,,,,,,,,,,,Prince,"['Prince', 'The N.P.G.']",Insatiable,13611
1527,['miami bass'],,,,,,,,,,,,,,,The 2 Live Crew,['The 2 Live Crew'],Pop That Coochie,13612
1528,"['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Hi-Five,['Hi-Five'],Just Another Girlfriend,13625
1529,"['diva house', 'new wave pop']",,,,,,,,,,,,,,,Cathy Dennis,['Cathy Dennis'],Everybody Move,13636
1530,[],,,,,,,,,,,,,,,Blue Train,['Blue Train'],All I Need Is You,13639
1531,[],,,,,,,,,,,,,,,Jasmine Guy,['Jasmine Guy'],Just Want To Hold You,13643
1532,,,,,,,,,,,,,,,,Tom Petty,"['Tom Petty', 'The Heartbreakers']",Into The Great Wide Open,13645
1533,[],,,,,,,,,,,,,,,Rhythm Syndicate,['Rhythm Syndicate'],Hey Donna,13652
1534,,,,,,,,,,,,,,,,Prince,"['Prince', 'The N.P.G.']",Gett Off,13669
1535,"['diva house', 'new wave pop']",,,,,,,,,,,,,,,Cathy Dennis,['Cathy Dennis'],Too Many Walls,13672
1536,['freestyle'],,,0.6119999999999999,0.794,10.0,-11.589,0.0,0.0497,0.157,6.3e-05,0.121,0.765,107.988,,Stevie B,['Stevie B'],Forever More,13676
1537,[],,,,,,,,,,,,,,,C+C Music Factory,['C+C Music Factory'],Things That Make You Go Hmmmm. . .,13693
1538,[],,,,,,,,,,,,,,,Tami Show,['Tami Show'],The Truth,13697
1539,,,,,,,,,,,,,,,,PC Quest,['PC Quest'],After The Summer's Gone,13701
1540,"['glam metal', 'hard rock', 'sleaze rock']",,,,,,,,,,,,,,,Steelheart,['Steelheart'],She's Gone (Lady),13704
1541,[],,,,,,,,,,,,,,,Latin Alliance,"['Latin Alliance', 'War']",Low Rider (On The Boulevard),13708
1542,"['album rock', 'heartland rock']",,,,,,,,,,,,,,,Henry Lee Summer,['Henry Lee Summer'],Till Somebody Loves You,13715
1543,,,,,,,,,,,,,,,,D.J. Jazzy Jeff,"['D.J. Jazzy Jeff', 'The Fresh Prince']",Summertime,13719
1544,[],,,,,,,,,,,,,,,Pretty In Pink,['Pretty In Pink'],All About You,13728
1545,"['diva house', 'hip house']",,,,,,,,,,,,,,,Lonnie Gordon,['Lonnie Gordon'],"Gonna Catch You (From ""Cool As Ice"")",13729
1546,[],,,,,,,,,,,,,,,Rhythm Syndicate,['Rhythm Syndicate'],P.A.S.S.I.O.N.,13735
1547,,,,,,,,,,,,,,,,Kingofthehill,['Kingofthehill'],If I Say,13744
1548,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Tevin Campbell,['Tevin Campbell'],"Just Ask Me To (From ""Boyz N The Hood"")",13754
1549,['bounce'],,,,,,,,,,,,,,,Keedy,['Keedy'],Wishing On The Same Star,13755
1550,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,After 7,['After 7'],"Nights Like This (From ""The Five Heartbeats"")",13759
1551,,,,,,,,,,,,,,,,David A. Stewart Introducing Candy Dulfer,['David A. Stewart Introducing Candy Dulfer'],Lily Was Here,13762
1552,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",,,,,,,,,,,,,,,Luther Vandross,['Luther Vandross'],Power Of Love/Love Power,13766
1553,"['rap', 'southern hip hop', 'trap']",,,,,,,,,,,,,,,Yo-Yo,"['Yo-Yo', 'Ice Cube']",You Can't Play With My Yo-Yo,13779
1554,"['sertanejo pop', 'sertanejo universitario']",,,,,,,,,,,,,,,Yasmin,['Yasmin'],Wanna Dance,13781
1555,,,,,,,,,,,,,,,,PC Quest,['PC Quest'],Can I Call You My Girl,13787
1556,,,,,,,,,,,,,,,,Jesse Jaymes,['Jesse Jaymes'],Shake It (Like A White Girl),13789
1557,[],,,,,,,,,,,,,,,Icy Blu,['Icy Blu'],Pump It (Nice An' Hard),13795
1558,[],,,,,,,,,,,,,,,Bingo Boys,['Bingo Boys'],Borrowed Love,13798
1559,"['chanson', 'french pop']",,,,,,,,,,,,,,,David Hallyday,['David Hallyday'],Ooh La La,13799
1560,[],,,,,,,,,,,,,,,Michael Damian,['Michael Damian'],What A Price To Pay,13800
1561,"['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,Hi-Five,['Hi-Five'],I Like The Way (The Kissing Game),13802
1562,,,,,,,,,,,,,,,,C+C Music Factory/F. Williams,['C+C Music Factory/F. Williams'],Here We Go,13812
1563,['rawstyle'],,,,,,,,,,,,,,,Aftershock,['Aftershock'],Going Through The Motions,13815
1564,"['adult standards', 'mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']",,,,,,,,,,,,,,,Sheena Easton,['Sheena Easton'],What Comes Naturally,13822
1565,,274.247,False,0.404,0.528,3.0,-6.966,1.0,0.0333,0.317,0.0,0.162,0.25,149.825,18.0,Voices That Care,['Voices That Care'],Voices That Care,13828
1566,['bounce'],,,,,,,,,,,,,,,Keedy,['Keedy'],Save Some Love,13841
1567,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'disco', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",,,,,,,,,,,,,,,Robert Palmer,['Robert Palmer'],Mercy Mercy Me (The Ecology)/I Want You,13855
1568,"['banda', 'corrido', 'deep regional mexican', 'norteno', 'regional mexican', 'regional mexican pop']",,,,,,,,,,,,,,,Enigma,['Enigma'],Sadeness Part 1,13859
1569,[],,,,,,,,,,,,,,,Jasmine Guy,['Jasmine Guy'],Another Like My Lover,13872
1570,,,,,,,,,,,,,,,,Pebbles (With Salt-N-Pepa),['Pebbles (With Salt-N-Pepa)'],Backyard,13873
1571,[],,,,,,,,,,,,,,,Bingo Boys,"['Bingo Boys', 'Princessa']",How To Dance,13879
1572,['normal indie'],,,,,,,,,,,,,,,Trilogy,['Trilogy'],Love Me Forever Or Love Me Not,13885
1573,[],,,,,,,,,,,,,,,Father M.C.,['Father M.C.'],I'll Do 4 U,13889
1574,['classical cello'],,,,,,,,,,,,,,,Harriet,['Harriet'],Temple Of Love,13894
1575,"['bubblegum pop', 'classic uk pop', 'movie tunes']",,,,,,,,,,,,,,,Donny Osmond,['Donny Osmond'],Sure Lookin',13918
1576,[],,,,,,,,,,,,,,,M.C. Hammer,['M.C. Hammer'],Here Comes The Hammer,13919
1577,[],,,,,,,,,,,,,,,Elisa Fiorillo,['Elisa Fiorillo'],Oooh This I Need,13926
1578,[],,,,,,,,,,,,,,,The Peace Choir,['The Peace Choir'],Give Peace A Chance,13928
1579,"['diva house', 'new wave pop']",,,,,,,,,,,,,,,Cathy Dennis,['Cathy Dennis'],Just Another Dream,13934
1580,['hyperpop'],,,,,,,,,,,,,,,Guys Next Door,['Guys Next Door'],I've Been Waiting For You,13936
1581,,,,,,,,,,,,,,,,George LaMond (Duet,"['George LaMond (Duet', 'Brenda K. Starr)']",No Matter What,13939
1582,,,,,,,,,,,,,,,,Iggy Pop,"['Iggy Pop', 'Kate Pierson']",Candy,13957
1583,"['glam metal', 'hard rock', 'melodic hard rock', 'sleaze rock']",,,,,,,,,,,,,,,House Of Lords,['House Of Lords'],Remember My Name,13961
1584,['meme rap'],,,,,,,,,,,,,,,Guy,['Guy'],I Wanna Get With U,13972
1585,['classic rock'],,,,,,,,,,,,,,,Jon Bon Jovi,['Jon Bon Jovi'],"Miracle (From ""Young Guns II"")",13979
1586,"['sevdah', 'turbo folk', 'yugoslav rock']",,,,,,,,,,,,,,,Dino,['Dino'],Gentle,13982
1587,[],,,,,,,,,,,,,,,Elisa Fiorillo,['Elisa Fiorillo'],On The Way Up,13989
1588,[],,,,,,,,,,,,,,,Joey B. Ellis,"['Joey B. Ellis', 'Tynetta Hare']",Go For It! (Heart And Fire),13992
1589,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,,,,,,,,,,,Pat,"['Pat', 'Mick']",Use It Up And Wear It Out,13994
1590,[],,,,,,,,,,,,,,,M.C. Hammer,['M.C. Hammer'],Pray,13997
1591,"['boy band', 'funk', 'hip hop', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",,,,,,,,,,,,,,,Bell Biv DeVoe,['Bell Biv DeVoe'],B.B.D. (I Thought It Was Me)?,14001
1592,[],,,,,,,,,,,,,,,Kyper,['Kyper'],Tic-Tac-Toe,14022
1593,[],,,,,,,,,,,,,,,Cynthia,"['Cynthia', 'Johnny O']",Dream Boy/Dream Girl,14026
1594,['soft rock'],,,,,,,,,,,,,,,Glenn Medeiros (Featuring The Stylistics),['Glenn Medeiros (Featuring The Stylistics)'],Me-U=Blue,14041
